"","species","population","study_areas_id","aniyr","animals_id","sex","time","total","clc0tcd0","clc1tcd1","clc0tcd1","clc1tcd0","tcd_open_abs","tcd_forest_abs","clc_open_abs","clc_forest_abs","clc0tcd0_prop","clc1tcd1_prop","clc0tcd1_prop","clc1tcd0_prop","tcd_open_prop","tcd_forest_prop","clc_open_prop","clc_forest_prop"
"2531_2013midnight.2.102418","roe",2,2,"2531_2013",2531,"m","night",112,2,89,1,20,22,90,3,109,0.0178571428571429,0.794642857142857,0.00892857142857143,0.178571428571429,0.196428571428571,0.803571428571429,0.0267857142857143,0.973214285714286
"2531_2013noon.2.102417","roe",2,2,"2531_2013",2531,"m","day",107,2,87,0,18,20,87,2,105,0.0186915887850467,0.813084112149533,0,0.168224299065421,0.186915887850467,0.813084112149533,0.0186915887850467,0.981308411214953
"4_2006midnight.2.102636","roe",2,2,"4_2006",4,"m","night",171,112,42,10,7,119,52,122,49,0.654970760233918,0.245614035087719,0.0584795321637427,0.0409356725146199,0.695906432748538,0.304093567251462,0.713450292397661,0.286549707602339
"4_2006noon.2.102638","roe",2,2,"4_2006",4,"m","day",147,8,133,0,6,14,133,8,139,0.054421768707483,0.904761904761905,0,0.0408163265306122,0.0952380952380952,0.904761904761905,0.054421768707483,0.945578231292517
"5_2007midnight.2.102954","roe",2,2,"5_2007",5,"m","night",181,80,31,11,59,139,42,91,90,0.441988950276243,0.171270718232044,0.0607734806629834,0.325966850828729,0.767955801104972,0.232044198895028,0.502762430939227,0.497237569060773
"5_2007noon.2.102955","roe",2,2,"5_2007",5,"m","day",176,26,95,37,18,44,132,63,113,0.147727272727273,0.539772727272727,0.210227272727273,0.102272727272727,0.25,0.75,0.357954545454545,0.642045454545455
"769_2005midnight.1.103311","roe",1,1,"769_2005",769,"m","night",122,5,117,0,0,5,117,5,117,0.040983606557377,0.959016393442623,0,0,0.040983606557377,0.959016393442623,0.040983606557377,0.959016393442623
"769_2005noon.1.103312","roe",1,1,"769_2005",769,"m","day",116,0,116,0,0,0,116,0,116,0,1,0,0,0,1,0,1
"770_2005midnight.1.103549","roe",1,1,"770_2005",770,"m","night",112,2,54,53,3,5,107,55,57,0.0178571428571429,0.482142857142857,0.473214285714286,0.0267857142857143,0.0446428571428571,0.955357142857143,0.491071428571429,0.508928571428571
"770_2005noon.1.103550","roe",1,1,"770_2005",770,"m","day",130,10,57,63,0,10,120,73,57,0.0769230769230769,0.438461538461538,0.484615384615385,0,0.0769230769230769,0.923076923076923,0.561538461538462,0.438461538461538
"771_2005midnight.1.103791","roe",1,1,"771_2005",771,"m","night",161,11,88,53,9,20,141,64,97,0.0683229813664596,0.546583850931677,0.329192546583851,0.0559006211180124,0.124223602484472,0.875776397515528,0.397515527950311,0.602484472049689
"771_2005noon.1.103793","roe",1,1,"771_2005",771,"m","day",135,2,120,11,2,4,131,13,122,0.0148148148148148,0.888888888888889,0.0814814814814815,0.0148148148148148,0.0296296296296296,0.97037037037037,0.0962962962962963,0.903703703703704
"772_2005midnight.1.104087","roe",1,1,"772_2005",772,"m","night",136,109,10,7,10,119,17,116,20,0.801470588235294,0.0735294117647059,0.0514705882352941,0.0735294117647059,0.875,0.125,0.852941176470588,0.147058823529412
"772_2005noon.1.104088","roe",1,1,"772_2005",772,"m","day",98,5,68,7,18,23,75,12,86,0.0510204081632653,0.693877551020408,0.0714285714285714,0.183673469387755,0.23469387755102,0.76530612244898,0.122448979591837,0.877551020408163
"774_2006midnight.1.104321","roe",1,1,"774_2006",774,"m","night",175,99,17,54,5,104,71,153,22,0.565714285714286,0.0971428571428571,0.308571428571429,0.0285714285714286,0.594285714285714,0.405714285714286,0.874285714285714,0.125714285714286
"774_2006noon.1.104322","roe",1,1,"774_2006",774,"m","day",128,23,85,15,5,28,100,38,90,0.1796875,0.6640625,0.1171875,0.0390625,0.21875,0.78125,0.296875,0.703125
"774_2007midnight.1.104624","roe",1,1,"774_2007",774,"m","night",158,86,7,64,1,87,71,150,8,0.544303797468354,0.0443037974683544,0.40506329113924,0.00632911392405063,0.550632911392405,0.449367088607595,0.949367088607595,0.0506329113924051
"774_2007noon.1.104625","roe",1,1,"774_2007",774,"m","day",129,23,56,49,1,24,105,72,57,0.178294573643411,0.434108527131783,0.37984496124031,0.00775193798449612,0.186046511627907,0.813953488372093,0.558139534883721,0.441860465116279
"776_2006midnight.1.104911","roe",1,1,"776_2006",776,"m","night",164,22,75,60,7,29,135,82,82,0.134146341463415,0.457317073170732,0.365853658536585,0.0426829268292683,0.176829268292683,0.823170731707317,0.5,0.5
"776_2006noon.1.104912","roe",1,1,"776_2006",776,"m","day",132,12,66,49,5,17,115,61,71,0.0909090909090909,0.5,0.371212121212121,0.0378787878787879,0.128787878787879,0.871212121212121,0.462121212121212,0.537878787878788
"782_2006midnight.1.105207","roe",1,1,"782_2006",782,"f","night",166,99,33,33,1,100,66,132,34,0.596385542168675,0.198795180722892,0.198795180722892,0.00602409638554217,0.602409638554217,0.397590361445783,0.795180722891566,0.204819277108434
"782_2006noon.1.105208","roe",1,1,"782_2006",782,"f","day",150,66,45,37,2,68,82,103,47,0.44,0.3,0.246666666666667,0.0133333333333333,0.453333333333333,0.546666666666667,0.686666666666667,0.313333333333333
"783_2006midnight.1.105523","roe",1,1,"783_2006",783,"f","night",129,2,67,59,1,3,126,61,68,0.0155038759689922,0.51937984496124,0.457364341085271,0.00775193798449612,0.0232558139534884,0.976744186046512,0.472868217054264,0.527131782945736
"783_2006noon.1.105525","roe",1,1,"783_2006",783,"f","day",93,1,86,5,1,2,91,6,87,0.010752688172043,0.924731182795699,0.0537634408602151,0.010752688172043,0.021505376344086,0.978494623655914,0.0645161290322581,0.935483870967742
"784_2006midnight.1.105745","roe",1,1,"784_2006",784,"f","night",124,43,71,9,1,44,80,52,72,0.346774193548387,0.57258064516129,0.0725806451612903,0.00806451612903226,0.354838709677419,0.645161290322581,0.419354838709677,0.580645161290323
"784_2006noon.1.105746","roe",1,1,"784_2006",784,"f","day",118,22,72,23,1,23,95,45,73,0.186440677966102,0.610169491525424,0.194915254237288,0.00847457627118644,0.194915254237288,0.805084745762712,0.38135593220339,0.61864406779661
"787_2006midnight.1.105987","roe",1,1,"787_2006",787,"m","night",154,2,132,1,19,21,133,3,151,0.012987012987013,0.857142857142857,0.00649350649350649,0.123376623376623,0.136363636363636,0.863636363636364,0.0194805194805195,0.980519480519481
"787_2006noon.1.105988","roe",1,1,"787_2006",787,"m","day",127,2,119,3,3,5,122,5,122,0.015748031496063,0.937007874015748,0.0236220472440945,0.0236220472440945,0.0393700787401575,0.960629921259842,0.0393700787401575,0.960629921259842
"789_2007midnight.1.106268","roe",1,1,"789_2007",789,"f","night",162,60,26,57,19,79,83,117,45,0.37037037037037,0.160493827160494,0.351851851851852,0.117283950617284,0.487654320987654,0.512345679012346,0.722222222222222,0.277777777777778
"789_2007noon.1.106269","roe",1,1,"789_2007",789,"f","day",145,12,98,10,25,37,108,22,123,0.0827586206896552,0.675862068965517,0.0689655172413793,0.172413793103448,0.255172413793103,0.744827586206897,0.151724137931034,0.848275862068966
"791_2007midnight.1.106575","roe",1,1,"791_2007",791,"m","night",179,139,19,16,5,144,35,155,24,0.776536312849162,0.106145251396648,0.0893854748603352,0.0279329608938547,0.804469273743017,0.195530726256983,0.865921787709497,0.134078212290503
"791_2007noon.1.106576","roe",1,1,"791_2007",791,"m","day",159,6,144,6,3,9,150,12,147,0.0377358490566038,0.905660377358491,0.0377358490566038,0.0188679245283019,0.0566037735849057,0.943396226415094,0.0754716981132075,0.924528301886792
"792_2006midnight.1.106913","roe",1,1,"792_2006",792,"f","night",166,73,6,86,1,74,92,159,7,0.439759036144578,0.036144578313253,0.518072289156627,0.00602409638554217,0.44578313253012,0.55421686746988,0.957831325301205,0.0421686746987952
"792_2006noon.1.106914","roe",1,1,"792_2006",792,"f","day",146,22,64,59,1,23,123,81,65,0.150684931506849,0.438356164383562,0.404109589041096,0.00684931506849315,0.157534246575342,0.842465753424658,0.554794520547945,0.445205479452055
"792_2007midnight.1.107225","roe",1,1,"792_2007",792,"f","night",167,72,16,79,0,72,95,151,16,0.431137724550898,0.0958083832335329,0.473053892215569,0,0.431137724550898,0.568862275449102,0.904191616766467,0.0958083832335329
"792_2007noon.1.107227","roe",1,1,"792_2007",792,"f","day",144,13,48,79,4,17,127,92,52,0.0902777777777778,0.333333333333333,0.548611111111111,0.0277777777777778,0.118055555555556,0.881944444444444,0.638888888888889,0.361111111111111
"796_2005midnight.1.107536","roe",1,1,"796_2005",796,"f","night",150,0,146,0,4,4,146,0,150,0,0.973333333333333,0,0.0266666666666667,0.0266666666666667,0.973333333333333,0,1
"796_2005noon.1.107538","roe",1,1,"796_2005",796,"f","day",114,0,112,0,2,2,112,0,114,0,0.982456140350877,0,0.0175438596491228,0.0175438596491228,0.982456140350877,0,1
"797_2005midnight.1.107800","roe",1,1,"797_2005",797,"f","night",156,13,134,3,6,19,137,16,140,0.0833333333333333,0.858974358974359,0.0192307692307692,0.0384615384615385,0.121794871794872,0.878205128205128,0.102564102564103,0.897435897435897
"797_2005noon.1.107801","roe",1,1,"797_2005",797,"f","day",145,2,139,1,3,5,140,3,142,0.0137931034482759,0.958620689655172,0.00689655172413793,0.0206896551724138,0.0344827586206897,0.96551724137931,0.0206896551724138,0.979310344827586
"799_2005midnight.1.108101","roe",1,1,"799_2005",799,"f","night",132,3,119,4,6,9,123,7,125,0.0227272727272727,0.901515151515151,0.0303030303030303,0.0454545454545455,0.0681818181818182,0.931818181818182,0.053030303030303,0.946969696969697
"799_2005noon.1.108102","roe",1,1,"799_2005",799,"f","day",105,2,99,0,4,6,99,2,103,0.019047619047619,0.942857142857143,0,0.0380952380952381,0.0571428571428571,0.942857142857143,0.019047619047619,0.980952380952381
"801_2005midnight.1.108338","roe",1,1,"801_2005",801,"f","night",170,87,15,64,4,91,79,151,19,0.511764705882353,0.0882352941176471,0.376470588235294,0.0235294117647059,0.535294117647059,0.464705882352941,0.888235294117647,0.111764705882353
"801_2005noon.1.108339","roe",1,1,"801_2005",801,"f","day",116,9,44,62,1,10,106,71,45,0.0775862068965517,0.379310344827586,0.53448275862069,0.00862068965517241,0.0862068965517241,0.913793103448276,0.612068965517241,0.387931034482759
"113_2011midnight.3.1","red",3,3,"113_2011",113,"m","night",168,62,52,22,32,94,74,84,84,0.369047619047619,0.30952380952381,0.130952380952381,0.19047619047619,0.55952380952381,0.44047619047619,0.5,0.5
"113_2011noon.3.2","red",3,3,"113_2011",113,"m","day",166,13,113,2,38,51,115,15,151,0.0783132530120482,0.680722891566265,0.0120481927710843,0.228915662650602,0.307228915662651,0.692771084337349,0.0903614457831325,0.909638554216867
"116_2011midnight.3.335","red",3,3,"116_2011",116,"m","night",162,85,39,24,14,99,63,109,53,0.524691358024691,0.240740740740741,0.148148148148148,0.0864197530864197,0.611111111111111,0.388888888888889,0.672839506172839,0.327160493827161
"116_2011noon.3.336","red",3,3,"116_2011",116,"m","day",163,7,86,47,23,30,133,54,109,0.0429447852760736,0.52760736196319,0.288343558282209,0.141104294478528,0.184049079754601,0.815950920245399,0.331288343558282,0.668711656441718
"117_2011midnight.3.660","red",3,3,"117_2011",117,"f","night",174,98,36,14,26,124,50,112,62,0.563218390804598,0.206896551724138,0.0804597701149425,0.149425287356322,0.71264367816092,0.28735632183908,0.64367816091954,0.35632183908046
"117_2011noon.3.661","red",3,3,"117_2011",117,"f","day",174,156,5,13,0,156,18,169,5,0.896551724137931,0.028735632183908,0.0747126436781609,0,0.896551724137931,0.103448275862069,0.971264367816092,0.028735632183908
"119_2006midnight.3.1008","red",3,3,"119_2006",119,"f","night",143,50,36,47,10,60,83,97,46,0.34965034965035,0.251748251748252,0.328671328671329,0.0699300699300699,0.41958041958042,0.58041958041958,0.678321678321678,0.321678321678322
"119_2006noon.3.1009","red",3,3,"119_2006",119,"f","day",109,3,99,1,6,9,100,4,105,0.0275229357798165,0.908256880733945,0.00917431192660551,0.055045871559633,0.0825688073394495,0.917431192660551,0.036697247706422,0.963302752293578
"120_2005midnight.3.1260","red",3,3,"120_2005",120,"f","night",170,90,42,23,15,105,65,113,57,0.529411764705882,0.247058823529412,0.135294117647059,0.0882352941176471,0.617647058823529,0.382352941176471,0.664705882352941,0.335294117647059
"120_2005noon.3.1261","red",3,3,"120_2005",120,"f","day",146,33,96,14,3,36,110,47,99,0.226027397260274,0.657534246575342,0.0958904109589041,0.0205479452054795,0.246575342465753,0.753424657534247,0.321917808219178,0.678082191780822
"120_2006midnight.3.1576","red",3,3,"120_2006",120,"f","night",170,110,31,24,5,115,55,134,36,0.647058823529412,0.182352941176471,0.141176470588235,0.0294117647058824,0.676470588235294,0.323529411764706,0.788235294117647,0.211764705882353
"120_2006noon.3.1577","red",3,3,"120_2006",120,"f","day",161,30,115,12,4,34,127,42,119,0.186335403726708,0.714285714285714,0.0745341614906832,0.0248447204968944,0.211180124223602,0.788819875776398,0.260869565217391,0.739130434782609
"122_2011midnight.3.1908","red",3,3,"122_2011",122,"f","night",158,27,41,2,88,115,43,29,129,0.170886075949367,0.259493670886076,0.0126582278481013,0.556962025316456,0.727848101265823,0.272151898734177,0.183544303797468,0.816455696202532
"122_2011noon.3.1907","red",3,3,"122_2011",122,"f","day",161,7,120,21,13,20,141,28,133,0.0434782608695652,0.745341614906832,0.130434782608696,0.0807453416149068,0.124223602484472,0.875776397515528,0.173913043478261,0.826086956521739
"127_2008midnight.3.2226","red",3,3,"127_2008",127,"m","night",175,126,7,40,2,128,47,166,9,0.72,0.04,0.228571428571429,0.0114285714285714,0.731428571428571,0.268571428571429,0.948571428571429,0.0514285714285714
"127_2008noon.3.2227","red",3,3,"127_2008",127,"m","day",169,5,83,78,3,8,161,83,86,0.029585798816568,0.49112426035503,0.461538461538462,0.0177514792899408,0.0473372781065089,0.952662721893491,0.49112426035503,0.50887573964497
"128_2006midnight.3.2570","red",3,3,"128_2006",128,"m","night",177,62,55,40,20,82,95,102,75,0.350282485875706,0.310734463276836,0.225988700564972,0.112994350282486,0.463276836158192,0.536723163841808,0.576271186440678,0.423728813559322
"128_2006noon.3.2571","red",3,3,"128_2006",128,"m","day",156,4,133,15,4,8,148,19,137,0.0256410256410256,0.852564102564103,0.0961538461538462,0.0256410256410256,0.0512820512820513,0.948717948717949,0.121794871794872,0.878205128205128
"137_2010midnight.3.2903","red",3,3,"137_2010",137,"f","night",179,76,42,32,29,105,74,108,71,0.424581005586592,0.23463687150838,0.17877094972067,0.162011173184358,0.58659217877095,0.41340782122905,0.603351955307263,0.396648044692737
"137_2010noon.3.2904","red",3,3,"137_2010",137,"f","day",175,0,171,0,4,4,171,0,175,0,0.977142857142857,0,0.0228571428571429,0.0228571428571429,0.977142857142857,0,1
"137_2011midnight.3.3257","red",3,3,"137_2011",137,"f","night",166,94,27,27,18,112,54,121,45,0.566265060240964,0.162650602409639,0.162650602409639,0.108433734939759,0.674698795180723,0.325301204819277,0.728915662650602,0.271084337349398
"137_2011noon.3.3258","red",3,3,"137_2011",137,"f","day",158,4,152,0,2,6,152,4,154,0.0253164556962025,0.962025316455696,0,0.0126582278481013,0.0379746835443038,0.962025316455696,0.0253164556962025,0.974683544303797
"138_2010midnight.3.3581","red",3,3,"138_2010",138,"f","night",174,86,42,34,12,98,76,120,54,0.494252873563218,0.241379310344828,0.195402298850575,0.0689655172413793,0.563218390804598,0.436781609195402,0.689655172413793,0.310344827586207
"138_2010noon.3.3582","red",3,3,"138_2010",138,"f","day",161,3,143,13,2,5,156,16,145,0.0186335403726708,0.888198757763975,0.0807453416149068,0.0124223602484472,0.031055900621118,0.968944099378882,0.0993788819875776,0.900621118012422
"287_2012midnight.8.3916","red",8,8,"287_2012",287,"m","night",185,134,39,11,1,135,50,145,40,0.724324324324324,0.210810810810811,0.0594594594594595,0.00540540540540541,0.72972972972973,0.27027027027027,0.783783783783784,0.216216216216216
"287_2012noon.8.3917","red",8,8,"287_2012",287,"m","day",184,51,69,64,0,51,133,115,69,0.277173913043478,0.375,0.347826086956522,0,0.277173913043478,0.722826086956522,0.625,0.375
"288_2008midnight.8.4285","red",8,8,"288_2008",288,"f","night",181,124,25,31,1,125,56,155,26,0.685082872928177,0.138121546961326,0.171270718232044,0.00552486187845304,0.69060773480663,0.30939226519337,0.856353591160221,0.143646408839779
"288_2008noon.8.4286","red",8,8,"288_2008",288,"f","day",180,54,43,83,0,54,126,137,43,0.3,0.238888888888889,0.461111111111111,0,0.3,0.7,0.761111111111111,0.238888888888889
"288_2009midnight.8.4646","red",8,8,"288_2009",288,"f","night",183,112,34,30,7,119,64,142,41,0.612021857923497,0.185792349726776,0.163934426229508,0.0382513661202186,0.650273224043716,0.349726775956284,0.775956284153005,0.224043715846995
"288_2009noon.8.4647","red",8,8,"288_2009",288,"f","day",184,52,40,92,0,52,132,144,40,0.282608695652174,0.217391304347826,0.5,0,0.282608695652174,0.717391304347826,0.782608695652174,0.217391304347826
"289_2011midnight.8.5013","red",8,8,"289_2011",289,"f","night",179,137,19,21,2,139,40,158,21,0.76536312849162,0.106145251396648,0.11731843575419,0.0111731843575419,0.776536312849162,0.223463687150838,0.88268156424581,0.11731843575419
"289_2011noon.8.5014","red",8,8,"289_2011",289,"f","day",178,27,72,77,2,29,149,104,74,0.151685393258427,0.404494382022472,0.432584269662921,0.0112359550561798,0.162921348314607,0.837078651685393,0.584269662921348,0.415730337078652
"290_2008midnight.8.5370","red",8,8,"290_2008",290,"m","night",184,96,51,32,5,101,83,128,56,0.521739130434783,0.277173913043478,0.173913043478261,0.0271739130434783,0.548913043478261,0.451086956521739,0.695652173913043,0.304347826086957
"290_2008noon.8.5372","red",8,8,"290_2008",290,"m","day",183,23,84,74,2,25,158,97,86,0.12568306010929,0.459016393442623,0.404371584699454,0.0109289617486339,0.136612021857924,0.863387978142076,0.530054644808743,0.469945355191257
"291_2011midnight.8.5737","red",8,8,"291_2011",291,"f","night",185,176,1,6,2,178,7,182,3,0.951351351351351,0.00540540540540541,0.0324324324324324,0.0108108108108108,0.962162162162162,0.0378378378378378,0.983783783783784,0.0162162162162162
"291_2011noon.8.5738","red",8,8,"291_2011",291,"f","day",184,130,3,51,0,130,54,181,3,0.706521739130435,0.016304347826087,0.277173913043478,0,0.706521739130435,0.293478260869565,0.983695652173913,0.016304347826087
"292_2008midnight.8.6106","red",8,8,"292_2008",292,"f","night",183,115,49,16,3,118,65,131,52,0.628415300546448,0.26775956284153,0.087431693989071,0.0163934426229508,0.644808743169399,0.355191256830601,0.715846994535519,0.284153005464481
