"","species","population","study_areas_id","aniyr","animals_id","sex","time","total","clc0tcd0","clc1tcd1","clc0tcd1","clc1tcd0","tcd_open_abs","tcd_forest_abs","clc_open_abs","clc_forest_abs","clc0tcd0_prop","clc1tcd1_prop","clc0tcd1_prop","clc1tcd0_prop","tcd_open_prop","tcd_forest_prop","clc_open_prop","clc_forest_prop"
"372_2008noon.8.21512","red",8,8,"372_2008",372,"f","day",183,60,9,114,0,60,123,174,9,0.327868852459016,0.0491803278688525,0.622950819672131,0,0.327868852459016,0.672131147540984,0.950819672131147,0.0491803278688525
"373_2009midnight.8.21878","red",8,8,"373_2009",373,"f","night",185,164,6,13,2,166,19,177,8,0.886486486486487,0.0324324324324324,0.0702702702702703,0.0108108108108108,0.897297297297297,0.102702702702703,0.956756756756757,0.0432432432432432
"373_2009noon.8.21879","red",8,8,"373_2009",373,"f","day",184,63,27,92,2,65,119,155,29,0.342391304347826,0.146739130434783,0.5,0.0108695652173913,0.353260869565217,0.646739130434783,0.842391304347826,0.157608695652174
"375_2006midnight.8.22249","red",8,8,"375_2006",375,"m","night",136,77,12,29,18,95,41,106,30,0.566176470588235,0.0882352941176471,0.213235294117647,0.132352941176471,0.698529411764706,0.301470588235294,0.779411764705882,0.220588235294118
"375_2006noon.8.22247","red",8,8,"375_2006",375,"m","day",110,28,43,35,4,32,78,63,47,0.254545454545455,0.390909090909091,0.318181818181818,0.0363636363636364,0.290909090909091,0.709090909090909,0.572727272727273,0.427272727272727
"376_2011midnight.8.22493","red",8,8,"376_2011",376,"f","night",185,134,30,18,3,137,48,152,33,0.724324324324324,0.162162162162162,0.0972972972972973,0.0162162162162162,0.740540540540541,0.259459459459459,0.821621621621622,0.178378378378378
"376_2011noon.8.22494","red",8,8,"376_2011",376,"f","day",184,85,30,65,4,89,95,150,34,0.46195652173913,0.16304347826087,0.353260869565217,0.0217391304347826,0.483695652173913,0.516304347826087,0.815217391304348,0.184782608695652
"376_2012midnight.8.22862","red",8,8,"376_2012",376,"f","night",185,134,32,17,2,136,49,151,34,0.724324324324324,0.172972972972973,0.0918918918918919,0.0108108108108108,0.735135135135135,0.264864864864865,0.816216216216216,0.183783783783784
"376_2012noon.8.22863","red",8,8,"376_2012",376,"f","day",184,66,48,70,0,66,118,136,48,0.358695652173913,0.260869565217391,0.380434782608696,0,0.358695652173913,0.641304347826087,0.739130434782609,0.260869565217391
"377_2004midnight.8.23231","red",8,8,"377_2004",377,"m","night",182,160,6,14,2,162,20,174,8,0.879120879120879,0.032967032967033,0.0769230769230769,0.010989010989011,0.89010989010989,0.10989010989011,0.956043956043956,0.043956043956044
"377_2004noon.8.23233","red",8,8,"377_2004",377,"m","day",174,101,46,25,2,103,71,126,48,0.580459770114943,0.264367816091954,0.14367816091954,0.0114942528735632,0.591954022988506,0.408045977011494,0.724137931034483,0.275862068965517
"380_2006midnight.8.23587","red",8,8,"380_2006",380,"f","night",185,54,105,7,19,73,112,61,124,0.291891891891892,0.567567567567568,0.0378378378378378,0.102702702702703,0.394594594594595,0.605405405405405,0.32972972972973,0.67027027027027
"380_2006noon.8.23588","red",8,8,"380_2006",380,"f","day",184,1,132,33,18,19,165,34,150,0.00543478260869565,0.717391304347826,0.179347826086957,0.0978260869565217,0.103260869565217,0.896739130434783,0.184782608695652,0.815217391304348
"381_2004midnight.8.23956","red",8,8,"381_2004",381,"m","night",172,134,22,11,5,139,33,145,27,0.779069767441861,0.127906976744186,0.063953488372093,0.0290697674418605,0.808139534883721,0.191860465116279,0.843023255813954,0.156976744186047
"381_2004noon.8.23957","red",8,8,"381_2004",381,"m","day",152,101,23,28,0,101,51,129,23,0.664473684210526,0.151315789473684,0.184210526315789,0,0.664473684210526,0.335526315789474,0.848684210526316,0.151315789473684
"382_2007midnight.8.24280","red",8,8,"382_2007",382,"f","night",182,0,142,0,40,40,142,0,182,0,0.78021978021978,0,0.21978021978022,0.21978021978022,0.78021978021978,0,1
"382_2007noon.8.24281","red",8,8,"382_2007",382,"f","day",181,0,165,0,16,16,165,0,181,0,0.911602209944751,0,0.0883977900552486,0.0883977900552486,0.911602209944751,0,1
"383_2008midnight.8.24643","red",8,8,"383_2008",383,"m","night",184,126,48,8,2,128,56,134,50,0.684782608695652,0.260869565217391,0.0434782608695652,0.0108695652173913,0.695652173913043,0.304347826086957,0.728260869565217,0.271739130434783
"383_2008noon.8.24644","red",8,8,"383_2008",383,"m","day",184,59,75,50,0,59,125,109,75,0.320652173913043,0.407608695652174,0.271739130434783,0,0.320652173913043,0.679347826086957,0.592391304347826,0.407608695652174
"385_2008midnight.8.25011","red",8,8,"385_2008",385,"m","night",183,124,25,33,1,125,58,157,26,0.677595628415301,0.136612021857924,0.180327868852459,0.00546448087431694,0.683060109289617,0.316939890710383,0.85792349726776,0.14207650273224
"385_2008noon.8.25012","red",8,8,"385_2008",385,"m","day",179,36,40,103,0,36,143,139,40,0.201117318435754,0.223463687150838,0.575418994413408,0,0.201117318435754,0.798882681564246,0.776536312849162,0.223463687150838
"387_2013midnight.8.25373","red",8,8,"387_2013",387,"f","night",185,127,26,20,12,139,46,147,38,0.686486486486486,0.140540540540541,0.108108108108108,0.0648648648648649,0.751351351351351,0.248648648648649,0.794594594594595,0.205405405405405
"387_2013noon.8.25374","red",8,8,"387_2013",387,"f","day",184,23,151,3,7,30,154,26,158,0.125,0.820652173913043,0.016304347826087,0.0380434782608696,0.16304347826087,0.83695652173913,0.141304347826087,0.858695652173913
"388_2013midnight.8.25742","red",8,8,"388_2013",388,"f","night",155,122,15,15,3,125,30,137,18,0.787096774193548,0.0967741935483871,0.0967741935483871,0.0193548387096774,0.806451612903226,0.193548387096774,0.883870967741936,0.116129032258065
"388_2013noon.8.25743","red",8,8,"388_2013",388,"f","day",156,45,45,64,2,47,109,109,47,0.288461538461538,0.288461538461538,0.41025641025641,0.0128205128205128,0.301282051282051,0.698717948717949,0.698717948717949,0.301282051282051
"389_2013midnight.8.26053","red",8,8,"389_2013",389,"f","night",185,86,74,9,16,102,83,95,90,0.464864864864865,0.4,0.0486486486486487,0.0864864864864865,0.551351351351351,0.448648648648649,0.513513513513513,0.486486486486487
"389_2013noon.8.26054","red",8,8,"389_2013",389,"f","day",172,19,130,19,4,23,149,38,134,0.11046511627907,0.755813953488372,0.11046511627907,0.0232558139534884,0.133720930232558,0.866279069767442,0.22093023255814,0.779069767441861
"390_2013midnight.8.26410","red",8,8,"390_2013",390,"f","night",172,75,59,15,23,98,74,90,82,0.436046511627907,0.343023255813953,0.0872093023255814,0.133720930232558,0.569767441860465,0.430232558139535,0.523255813953488,0.476744186046512
"390_2013noon.8.26411","red",8,8,"390_2013",390,"f","day",172,8,150,10,4,12,160,18,154,0.0465116279069767,0.872093023255814,0.0581395348837209,0.0232558139534884,0.0697674418604651,0.930232558139535,0.104651162790698,0.895348837209302
"391_2013midnight.8.26754","red",8,8,"391_2013",391,"f","night",185,118,34,19,14,132,53,137,48,0.637837837837838,0.183783783783784,0.102702702702703,0.0756756756756757,0.713513513513514,0.286486486486487,0.740540540540541,0.259459459459459
"391_2013noon.8.26755","red",8,8,"391_2013",391,"f","day",184,48,122,6,8,56,128,54,130,0.260869565217391,0.66304347826087,0.0326086956521739,0.0434782608695652,0.304347826086957,0.695652173913043,0.293478260869565,0.706521739130435
"392_2013midnight.8.27123","red",8,8,"392_2013",392,"f","night",185,36,96,8,45,81,104,44,141,0.194594594594595,0.518918918918919,0.0432432432432432,0.243243243243243,0.437837837837838,0.562162162162162,0.237837837837838,0.762162162162162
"392_2013noon.8.27124","red",8,8,"392_2013",392,"f","day",184,36,137,10,1,37,147,46,138,0.195652173913043,0.744565217391304,0.0543478260869565,0.00543478260869565,0.201086956521739,0.798913043478261,0.25,0.75
"393_2013midnight.8.27492","red",8,8,"393_2013",393,"f","night",185,150,7,26,2,152,33,176,9,0.810810810810811,0.0378378378378378,0.140540540540541,0.0108108108108108,0.821621621621622,0.178378378378378,0.951351351351351,0.0486486486486487
"393_2013noon.8.27493","red",8,8,"393_2013",393,"f","day",184,95,16,73,0,95,89,168,16,0.516304347826087,0.0869565217391304,0.396739130434783,0,0.516304347826087,0.483695652173913,0.91304347826087,0.0869565217391304
"394_2013midnight.8.27861","red",8,8,"394_2013",394,"f","night",185,23,109,7,46,69,116,30,155,0.124324324324324,0.589189189189189,0.0378378378378378,0.248648648648649,0.372972972972973,0.627027027027027,0.162162162162162,0.837837837837838
"394_2013noon.8.27862","red",8,8,"394_2013",394,"f","day",184,15,141,2,26,41,143,17,167,0.0815217391304348,0.766304347826087,0.0108695652173913,0.141304347826087,0.222826086956522,0.777173913043478,0.0923913043478261,0.907608695652174
"395_2013midnight.8.28230","red",8,8,"395_2013",395,"f","night",185,155,12,15,3,158,27,170,15,0.837837837837838,0.0648648648648649,0.0810810810810811,0.0162162162162162,0.854054054054054,0.145945945945946,0.918918918918919,0.0810810810810811
"395_2013noon.8.28231","red",8,8,"395_2013",395,"f","day",184,120,13,51,0,120,64,171,13,0.652173913043478,0.0706521739130435,0.277173913043478,0,0.652173913043478,0.347826086956522,0.929347826086957,0.0706521739130435
"396_2013midnight.8.28599","red",8,8,"396_2013",396,"f","night",184,24,105,26,29,53,131,50,134,0.130434782608696,0.570652173913043,0.141304347826087,0.157608695652174,0.28804347826087,0.71195652173913,0.271739130434783,0.728260869565217
"396_2013noon.8.28600","red",8,8,"396_2013",396,"f","day",179,15,85,29,50,65,114,44,135,0.0837988826815642,0.474860335195531,0.162011173184358,0.279329608938547,0.363128491620112,0.636871508379888,0.245810055865922,0.754189944134078
"397_2013midnight.8.28962","red",8,8,"397_2013",397,"f","night",185,2,155,1,27,29,156,3,182,0.0108108108108108,0.837837837837838,0.00540540540540541,0.145945945945946,0.156756756756757,0.843243243243243,0.0162162162162162,0.983783783783784
"397_2013noon.8.28963","red",8,8,"397_2013",397,"f","day",184,3,124,14,43,46,138,17,167,0.016304347826087,0.673913043478261,0.0760869565217391,0.233695652173913,0.25,0.75,0.0923913043478261,0.907608695652174
"398_2013midnight.8.29331","red",8,8,"398_2013",398,"f","night",178,19,95,30,34,53,125,49,129,0.106741573033708,0.533707865168539,0.168539325842697,0.191011235955056,0.297752808988764,0.702247191011236,0.275280898876405,0.724719101123595
"398_2013noon.8.29332","red",8,8,"398_2013",398,"f","day",169,52,51,63,3,55,114,115,54,0.307692307692308,0.301775147928994,0.372781065088757,0.0177514792899408,0.325443786982249,0.674556213017751,0.680473372781065,0.319526627218935
"399_2013midnight.8.29678","red",8,8,"399_2013",399,"f","night",185,97,39,27,22,119,66,124,61,0.524324324324324,0.210810810810811,0.145945945945946,0.118918918918919,0.643243243243243,0.356756756756757,0.67027027027027,0.32972972972973
"399_2013noon.8.29679","red",8,8,"399_2013",399,"f","day",184,100,60,21,3,103,81,121,63,0.543478260869565,0.326086956521739,0.114130434782609,0.016304347826087,0.559782608695652,0.440217391304348,0.657608695652174,0.342391304347826
"444_2010midnight.14.30047","red",14,14,"444_2010",444,"m","night",165,45,117,2,1,46,119,47,118,0.272727272727273,0.709090909090909,0.0121212121212121,0.00606060606060606,0.278787878787879,0.721212121212121,0.284848484848485,0.715151515151515
"444_2010noon.14.30048","red",14,14,"444_2010",444,"m","day",158,0,158,0,0,0,158,0,158,0,1,0,0,0,1,0,1
"445_2009midnight.14.30370","red",14,14,"445_2009",445,"m","night",177,52,105,10,10,62,115,62,115,0.293785310734463,0.593220338983051,0.0564971751412429,0.0564971751412429,0.350282485875706,0.649717514124294,0.350282485875706,0.649717514124294
"445_2009noon.14.30371","red",14,14,"445_2009",445,"m","day",172,0,170,0,2,2,170,0,172,0,0.988372093023256,0,0.0116279069767442,0.0116279069767442,0.988372093023256,0,1
"445_2010midnight.14.30719","red",14,14,"445_2010",445,"m","night",167,58,83,18,8,66,101,76,91,0.347305389221557,0.497005988023952,0.107784431137725,0.0479041916167665,0.395209580838323,0.604790419161677,0.455089820359281,0.544910179640719
"445_2010noon.14.30720","red",14,14,"445_2010",445,"m","day",160,0,160,0,0,0,160,0,160,0,1,0,0,0,1,0,1
"446_2009midnight.14.31046","red",14,14,"446_2009",446,"f","night",171,43,102,10,16,59,112,53,118,0.251461988304094,0.596491228070175,0.0584795321637427,0.0935672514619883,0.345029239766082,0.654970760233918,0.309941520467836,0.690058479532164
"446_2009noon.14.31047","red",14,14,"446_2009",446,"f","day",164,0,164,0,0,0,164,0,164,0,1,0,0,0,1,0,1
"446_2010midnight.14.31381","red",14,14,"446_2010",446,"f","night",151,43,94,5,9,52,99,48,103,0.28476821192053,0.622516556291391,0.033112582781457,0.0596026490066225,0.344370860927152,0.655629139072848,0.317880794701987,0.682119205298013
"446_2010noon.14.31382","red",14,14,"446_2010",446,"f","day",151,0,151,0,0,0,151,0,151,0,1,0,0,0,1,0,1
"447_2013midnight.14.31683","red",14,14,"447_2013",447,"m","night",180,81,74,10,15,96,84,91,89,0.45,0.411111111111111,0.0555555555555556,0.0833333333333333,0.533333333333333,0.466666666666667,0.505555555555556,0.494444444444444
"447_2013noon.14.31684","red",14,14,"447_2013",447,"m","day",176,6,159,7,4,10,166,13,163,0.0340909090909091,0.903409090909091,0.0397727272727273,0.0227272727272727,0.0568181818181818,0.943181818181818,0.0738636363636364,0.926136363636364
"448_2010midnight.14.32039","red",14,14,"448_2010",448,"f","night",155,34,102,5,14,48,107,39,116,0.219354838709677,0.658064516129032,0.032258064516129,0.0903225806451613,0.309677419354839,0.690322580645161,0.251612903225806,0.748387096774194
"448_2010noon.14.32040","red",14,14,"448_2010",448,"f","day",155,0,155,0,0,0,155,0,155,0,1,0,0,0,1,0,1
"448_2011midnight.14.32349","red",14,14,"448_2011",448,"f","night",172,28,127,5,12,40,132,33,139,0.162790697674419,0.738372093023256,0.0290697674418605,0.0697674418604651,0.232558139534884,0.767441860465116,0.191860465116279,0.808139534883721
"448_2011noon.14.32350","red",14,14,"448_2011",448,"f","day",169,0,168,0,1,1,168,0,169,0,0.994082840236686,0,0.00591715976331361,0.00591715976331361,0.994082840236686,0,1
"449_2009midnight.14.32690","red",14,14,"449_2009",449,"m","night",174,109,17,42,6,115,59,151,23,0.626436781609195,0.0977011494252874,0.241379310344828,0.0344827586206897,0.660919540229885,0.339080459770115,0.867816091954023,0.132183908045977
"449_2009noon.14.32691","red",14,14,"449_2009",449,"m","day",171,67,57,45,2,69,102,112,59,0.391812865497076,0.333333333333333,0.263157894736842,0.0116959064327485,0.403508771929825,0.596491228070175,0.654970760233918,0.345029239766082
"449_2010midnight.14.33035","red",14,14,"449_2010",449,"m","night",166,122,6,25,13,135,31,147,19,0.734939759036145,0.036144578313253,0.150602409638554,0.0783132530120482,0.813253012048193,0.186746987951807,0.885542168674699,0.114457831325301
"449_2010noon.14.33036","red",14,14,"449_2010",449,"m","day",165,57,57,48,3,60,105,105,60,0.345454545454545,0.345454545454545,0.290909090909091,0.0181818181818182,0.363636363636364,0.636363636363636,0.636363636363636,0.363636363636364
"451_2010midnight.14.33366","red",14,14,"451_2010",451,"f","night",166,101,41,19,5,106,60,120,46,0.608433734939759,0.246987951807229,0.114457831325301,0.0301204819277108,0.63855421686747,0.36144578313253,0.72289156626506,0.27710843373494
"451_2010noon.14.33367","red",14,14,"451_2010",451,"f","day",143,1,126,14,2,3,140,15,128,0.00699300699300699,0.881118881118881,0.0979020979020979,0.013986013986014,0.020979020979021,0.979020979020979,0.104895104895105,0.895104895104895
"451_2011midnight.14.33675","red",14,14,"451_2011",451,"f","night",172,111,40,15,6,117,55,126,46,0.645348837209302,0.232558139534884,0.0872093023255814,0.0348837209302326,0.680232558139535,0.319767441860465,0.732558139534884,0.267441860465116
"451_2011noon.14.33676","red",14,14,"451_2011",451,"f","day",161,6,147,7,1,7,154,13,148,0.0372670807453416,0.91304347826087,0.0434782608695652,0.0062111801242236,0.0434782608695652,0.956521739130435,0.0807453416149068,0.919254658385093
"452_2010midnight.14.34008","red",14,14,"452_2010",452,"f","night",162,107,45,4,6,113,49,111,51,0.660493827160494,0.277777777777778,0.0246913580246914,0.037037037037037,0.697530864197531,0.302469135802469,0.685185185185185,0.314814814814815
"452_2010noon.14.34009","red",14,14,"452_2010",452,"f","day",156,67,84,1,4,71,85,68,88,0.429487179487179,0.538461538461538,0.00641025641025641,0.0256410256410256,0.455128205128205,0.544871794871795,0.435897435897436,0.564102564102564
"456_2009midnight.14.34326","red",14,14,"456_2009",456,"m","night",169,32,103,2,32,64,105,34,135,0.189349112426035,0.609467455621302,0.0118343195266272,0.189349112426035,0.378698224852071,0.621301775147929,0.201183431952663,0.798816568047337
"456_2009noon.14.34327","red",14,14,"456_2009",456,"m","day",170,0,169,1,0,0,170,1,169,0,0.994117647058824,0.00588235294117647,0,0,1,0.00588235294117647,0.994117647058824
"458_2008midnight.14.34665","red",14,14,"458_2008",458,"m","night",139,85,2,52,0,85,54,137,2,0.611510791366906,0.0143884892086331,0.37410071942446,0,0.611510791366906,0.388489208633094,0.985611510791367,0.0143884892086331
"458_2008noon.14.34666","red",14,14,"458_2008",458,"m","day",159,63,8,88,0,63,96,151,8,0.39622641509434,0.050314465408805,0.553459119496855,0,0.39622641509434,0.60377358490566,0.949685534591195,0.050314465408805
"458_2009midnight.14.34963","red",14,14,"458_2009",458,"m","night",169,102,12,49,6,108,61,151,18,0.603550295857988,0.0710059171597633,0.289940828402367,0.0355029585798817,0.63905325443787,0.36094674556213,0.893491124260355,0.106508875739645
"458_2009noon.14.34964","red",14,14,"458_2009",458,"m","day",162,67,32,62,1,68,94,129,33,0.41358024691358,0.197530864197531,0.382716049382716,0.00617283950617284,0.419753086419753,0.580246913580247,0.796296296296296,0.203703703703704
"458_2010midnight.14.35294","red",14,14,"458_2010",458,"m","night",135,93,1,41,0,93,42,134,1,0.688888888888889,0.00740740740740741,0.303703703703704,0,0.688888888888889,0.311111111111111,0.992592592592593,0.00740740740740741
"458_2010noon.14.35295","red",14,14,"458_2010",458,"m","day",140,70,4,66,0,70,70,136,4,0.5,0.0285714285714286,0.471428571428571,0,0.5,0.5,0.971428571428571,0.0285714285714286
"458_2011midnight.14.35569","red",14,14,"458_2011",458,"m","night",156,103,1,52,0,103,53,155,1,0.66025641025641,0.00641025641025641,0.333333333333333,0,0.66025641025641,0.33974358974359,0.993589743589744,0.00641025641025641
"458_2011noon.14.35570","red",14,14,"458_2011",458,"m","day",159,73,5,81,0,73,86,154,5,0.459119496855346,0.0314465408805031,0.509433962264151,0,0.459119496855346,0.540880503144654,0.968553459119497,0.0314465408805031
"459_2010midnight.14.35884","red",14,14,"459_2010",459,"f","night",150,56,48,32,14,70,80,88,62,0.373333333333333,0.32,0.213333333333333,0.0933333333333333,0.466666666666667,0.533333333333333,0.586666666666667,0.413333333333333
"459_2010noon.14.35885","red",14,14,"459_2010",459,"f","day",146,5,112,27,2,7,139,32,114,0.0342465753424658,0.767123287671233,0.184931506849315,0.0136986301369863,0.0479452054794521,0.952054794520548,0.219178082191781,0.780821917808219
"459_2011midnight.14.36180","red",14,14,"459_2011",459,"f","night",175,24,85,38,28,52,123,62,113,0.137142857142857,0.485714285714286,0.217142857142857,0.16,0.297142857142857,0.702857142857143,0.354285714285714,0.645714285714286
"459_2011noon.14.36181","red",14,14,"459_2011",459,"f","day",176,0,169,7,0,0,176,7,169,0,0.960227272727273,0.0397727272727273,0,0,1,0.0397727272727273,0.960227272727273
"459_2012midnight.14.36532","red",14,14,"459_2012",459,"f","night",117,33,63,12,9,42,75,45,72,0.282051282051282,0.538461538461538,0.102564102564103,0.0769230769230769,0.358974358974359,0.641025641025641,0.384615384615385,0.615384615384615
"459_2012noon.14.36531","red",14,14,"459_2012",459,"f","day",121,0,118,3,0,0,121,3,118,0,0.975206611570248,0.0247933884297521,0,0,1,0.0247933884297521,0.975206611570248
"460_2010midnight.14.36769","red",14,14,"460_2010",460,"m","night",163,129,7,26,1,130,33,155,8,0.791411042944785,0.0429447852760736,0.159509202453988,0.00613496932515337,0.797546012269939,0.202453987730061,0.950920245398773,0.049079754601227
"460_2010noon.14.36770","red",14,14,"460_2010",460,"m","day",163,28,13,122,0,28,135,150,13,0.171779141104294,0.0797546012269939,0.748466257668712,0,0.171779141104294,0.828220858895706,0.920245398773006,0.0797546012269939
"460_2011midnight.14.37095","red",14,14,"460_2011",460,"m","night",143,118,13,11,1,119,24,129,14,0.825174825174825,0.0909090909090909,0.0769230769230769,0.00699300699300699,0.832167832167832,0.167832167832168,0.902097902097902,0.0979020979020979
"460_2011noon.14.37096","red",14,14,"460_2011",460,"m","day",143,7,80,56,0,7,136,63,80,0.048951048951049,0.559440559440559,0.391608391608392,0,0.048951048951049,0.951048951048951,0.440559440559441,0.559440559440559
"461_2010midnight.14.37381","red",14,14,"461_2010",461,"f","night",168,99,50,8,11,110,58,107,61,0.589285714285714,0.297619047619048,0.0476190476190476,0.0654761904761905,0.654761904761905,0.345238095238095,0.636904761904762,0.363095238095238
"461_2010noon.14.37382","red",14,14,"461_2010",461,"f","day",164,46,99,1,18,64,100,47,117,0.280487804878049,0.603658536585366,0.00609756097560976,0.109756097560976,0.390243902439024,0.609756097560976,0.286585365853659,0.713414634146341
"461_2011midnight.14.37714","red",14,14,"461_2011",461,"f","night",179,122,44,6,7,129,50,128,51,0.681564245810056,0.245810055865922,0.0335195530726257,0.0391061452513966,0.720670391061452,0.279329608938547,0.715083798882682,0.284916201117318
"461_2011noon.14.37713","red",14,14,"461_2011",461,"f","day",176,66,81,2,27,93,83,68,108,0.375,0.460227272727273,0.0113636363636364,0.153409090909091,0.528409090909091,0.471590909090909,0.386363636363636,0.613636363636364
"462_2010midnight.14.38068","red",14,14,"462_2010",462,"f","night",163,142,14,2,5,147,16,144,19,0.871165644171779,0.0858895705521472,0.0122699386503067,0.0306748466257669,0.901840490797546,0.098159509202454,0.883435582822086,0.116564417177914
"462_2010noon.14.38069","red",14,14,"462_2010",462,"f","day",165,61,79,2,23,84,81,63,102,0.36969696969697,0.478787878787879,0.0121212121212121,0.139393939393939,0.509090909090909,0.490909090909091,0.381818181818182,0.618181818181818
"463_2010midnight.14.38396","red",14,14,"463_2010",463,"m","night",161,120,15,20,6,126,35,140,21,0.745341614906832,0.093167701863354,0.124223602484472,0.0372670807453416,0.782608695652174,0.217391304347826,0.869565217391304,0.130434782608696
"463_2010noon.14.38397","red",14,14,"463_2010",463,"m","day",151,2,101,46,2,4,147,48,103,0.0132450331125828,0.66887417218543,0.304635761589404,0.0132450331125828,0.0264900662251656,0.973509933774834,0.317880794701987,0.682119205298013
"464_2010midnight.14.38708","red",14,14,"464_2010",464,"m","night",168,149,12,3,4,153,15,152,16,0.886904761904762,0.0714285714285714,0.0178571428571429,0.0238095238095238,0.910714285714286,0.0892857142857143,0.904761904761905,0.0952380952380952
"464_2010noon.14.38709","red",14,14,"464_2010",464,"m","day",166,83,76,0,7,90,76,83,83,0.5,0.457831325301205,0,0.0421686746987952,0.542168674698795,0.457831325301205,0.5,0.5
"465_2010midnight.14.39042","red",14,14,"465_2010",465,"m","night",120,57,50,5,8,65,55,62,58,0.475,0.416666666666667,0.0416666666666667,0.0666666666666667,0.541666666666667,0.458333333333333,0.516666666666667,0.483333333333333
"465_2010noon.14.39043","red",14,14,"465_2010",465,"m","day",106,10,82,10,4,14,92,20,86,0.0943396226415094,0.773584905660377,0.0943396226415094,0.0377358490566038,0.132075471698113,0.867924528301887,0.188679245283019,0.811320754716981
"466_2013midnight.14.39268","red",14,14,"466_2013",466,"m","night",182,108,41,17,16,124,58,125,57,0.593406593406593,0.225274725274725,0.0934065934065934,0.0879120879120879,0.681318681318681,0.318681318681319,0.686813186813187,0.313186813186813
"466_2013noon.14.39269","red",14,14,"466_2013",466,"m","day",177,34,121,8,14,48,129,42,135,0.192090395480226,0.68361581920904,0.0451977401129944,0.0790960451977401,0.271186440677966,0.728813559322034,0.23728813559322,0.76271186440678
"702_2005midnight.21.39627","red",21,21,"702_2005",702,"f","night",168,6,95,52,15,21,147,58,110,0.0357142857142857,0.56547619047619,0.30952380952381,0.0892857142857143,0.125,0.875,0.345238095238095,0.654761904761905
"702_2005noon.21.39628","red",21,21,"702_2005",702,"f","day",180,3,48,129,0,3,177,132,48,0.0166666666666667,0.266666666666667,0.716666666666667,0,0.0166666666666667,0.983333333333333,0.733333333333333,0.266666666666667
"702_2006midnight.21.39975","red",21,21,"702_2006",702,"f","night",116,4,71,36,5,9,107,40,76,0.0344827586206897,0.612068965517241,0.310344827586207,0.0431034482758621,0.0775862068965517,0.922413793103448,0.344827586206897,0.655172413793103
"702_2006noon.21.39976","red",21,21,"702_2006",702,"f","day",100,1,23,76,0,1,99,77,23,0.01,0.23,0.76,0,0.01,0.99,0.77,0.23
"703_2009midnight.21.40191","red",21,21,"703_2009",703,"f","night",183,100,64,18,1,101,82,118,65,0.546448087431694,0.349726775956284,0.0983606557377049,0.00546448087431694,0.551912568306011,0.448087431693989,0.644808743169399,0.355191256830601
"703_2009noon.21.40192","red",21,21,"703_2009",703,"f","day",181,0,179,2,0,0,181,2,179,0,0.988950276243094,0.0110497237569061,0,0,1,0.0110497237569061,0.988950276243094
"703_2010midnight.21.40555","red",21,21,"703_2010",703,"f","night",184,120,31,33,0,120,64,153,31,0.652173913043478,0.168478260869565,0.179347826086957,0,0.652173913043478,0.347826086956522,0.831521739130435,0.168478260869565
"703_2010noon.21.40556","red",21,21,"703_2010",703,"f","day",182,0,180,0,2,2,180,0,182,0,0.989010989010989,0,0.010989010989011,0.010989010989011,0.989010989010989,0,1
"706_2010midnight.21.40921","red",21,21,"706_2010",706,"f","night",183,109,59,14,1,110,73,123,60,0.595628415300546,0.322404371584699,0.0765027322404372,0.00546448087431694,0.601092896174863,0.398907103825137,0.672131147540984,0.327868852459016
"706_2010noon.21.40922","red",21,21,"706_2010",706,"f","day",183,1,180,2,0,1,182,3,180,0.00546448087431694,0.983606557377049,0.0109289617486339,0,0.00546448087431694,0.994535519125683,0.0163934426229508,0.983606557377049
"706_2011midnight.21.41287","red",21,21,"706_2011",706,"f","night",184,78,77,26,3,81,103,104,80,0.423913043478261,0.418478260869565,0.141304347826087,0.016304347826087,0.440217391304348,0.559782608695652,0.565217391304348,0.434782608695652
"706_2011noon.21.41288","red",21,21,"706_2011",706,"f","day",182,0,182,0,0,0,182,0,182,0,1,0,0,0,1,0,1
"707_2010midnight.21.41653","red",21,21,"707_2010",707,"m","night",184,13,113,6,52,65,119,19,165,0.0706521739130435,0.614130434782609,0.0326086956521739,0.282608695652174,0.353260869565217,0.646739130434783,0.103260869565217,0.896739130434783
"707_2010noon.21.41654","red",21,21,"707_2010",707,"m","day",184,5,170,7,2,7,177,12,172,0.0271739130434783,0.923913043478261,0.0380434782608696,0.0108695652173913,0.0380434782608696,0.96195652173913,0.0652173913043478,0.934782608695652
"709_2013midnight.21.42021","red",21,21,"709_2013",709,"f","night",178,4,79,1,94,98,80,5,173,0.0224719101123595,0.443820224719101,0.00561797752808989,0.528089887640449,0.550561797752809,0.449438202247191,0.0280898876404494,0.971910112359551
"709_2013noon.21.42022","red",21,21,"709_2013",709,"f","day",174,0,121,6,47,47,127,6,168,0,0.695402298850575,0.0344827586206897,0.270114942528736,0.270114942528736,0.729885057471264,0.0344827586206897,0.96551724137931
"709_2014midnight.21.42373","red",21,21,"709_2014",709,"f","night",185,0,85,2,98,98,87,2,183,0,0.459459459459459,0.0108108108108108,0.52972972972973,0.52972972972973,0.47027027027027,0.0108108108108108,0.989189189189189
"709_2014noon.21.42374","red",21,21,"709_2014",709,"f","day",183,0,139,4,40,40,143,4,179,0,0.759562841530055,0.0218579234972678,0.218579234972678,0.218579234972678,0.781420765027322,0.0218579234972678,0.978142076502732
